"state","year","shootings_total","shootings_black","shootings_white","shootings_other","pop_total","pop_black","pop_white","pop_other","rate_total","rate_black","rate_white","rate_other","control_totpop","control_blackshare","yr_2015","yr_2016","yr_2017","yr_2018","yr_2019","yr_2020","region"
"AK",2015,4,NA,2,2,737438,36711,507912,192815,5.42418481282494e-06,NA,2.71209240641247e-06,2.71209240641247e-06,737438,0.0497818121659041,1,0,0,0,0,0,"west"
"AK",2016,7,NA,3,4,737438,36711,507912,192815,9.49232342244365e-06,NA,4.06813860961871e-06,5.42418481282494e-06,737438,0.0497818121659041,0,1,0,0,0,0,"west"
"AK",2017,8,1,5,2,737438,36711,507912,192815,1.08483696256499e-05,1.35604620320624e-06,6.78023101603118e-06,2.71209240641247e-06,737438,0.0497818121659041,0,0,1,0,0,0,"west"
"AK",2018,7,1,3,3,737438,36711,507912,192815,9.49232342244365e-06,1.35604620320624e-06,4.06813860961871e-06,4.06813860961871e-06,737438,0.0497818121659041,0,0,0,1,0,0,"west"
"AK",2019,7,1,4,2,737438,36711,507912,192815,9.49232342244365e-06,1.35604620320624e-06,5.42418481282494e-06,2.71209240641247e-06,737438,0.0497818121659041,0,0,0,0,1,0,"west"
"AK",2020,7,NA,5,2,737438,36711,507912,192815,9.49232342244365e-06,NA,6.78023101603118e-06,2.71209240641247e-06,737438,0.0497818121659041,0,0,0,0,0,1,"west"
"AL",2015,17,6,11,NA,4887871,1338846,3426745,122280,3.47799686202848e-06,1.22752830424535e-06,2.25046855778313e-06,NA,4887871,0.273911893337611,1,0,0,0,0,0,"south"
"AL",2016,25,6,17,2,4887871,1338846,3426745,122280,5.11470126768894e-06,1.22752830424535e-06,3.47799686202848e-06,4.09176101415115e-07,4887871,0.273911893337611,0,1,0,0,0,0,"south"
"AL",2017,25,6,14,5,4887871,1338846,3426745,122280,5.11470126768894e-06,1.22752830424535e-06,2.86423270990581e-06,1.02294025353779e-06,4887871,0.273911893337611,0,0,1,0,0,0,"south"
"AL",2018,13,3,9,1,4887871,1338846,3426745,122280,2.65964465919825e-06,6.13764152122673e-07,1.84129245636802e-06,2.04588050707558e-07,4887871,0.273911893337611,0,0,0,1,0,0,"south"
"AL",2019,11,7,4,NA,4887871,1338846,3426745,122280,2.25046855778313e-06,1.4321163549529e-06,8.1835220283023e-07,NA,4887871,0.273911893337611,0,0,0,0,1,0,"south"
"AL",2020,14,3,8,3,4887871,1338846,3426745,122280,2.86423270990581e-06,6.13764152122673e-07,1.63670440566046e-06,6.13764152122673e-07,4887871,0.273911893337611,0,0,0,0,0,1,"south"
"AR",2015,5,1,3,1,3013825,489759,2424998,99068,1.65902134330958e-06,3.31804268661916e-07,9.95412805985749e-07,3.31804268661916e-07,3013825,0.162504126815591,1,0,0,0,0,0,"south"
"AR",2016,15,2,10,3,3013825,489759,2424998,99068,4.97706402992875e-06,6.63608537323833e-07,3.31804268661916e-06,9.95412805985749e-07,3013825,0.162504126815591,0,1,0,0,0,0,"south"
"AR",2017,12,4,5,3,3013825,489759,2424998,99068,3.981651223943e-06,1.32721707464767e-06,1.65902134330958e-06,9.95412805985749e-07,3013825,0.162504126815591,0,0,1,0,0,0,"south"
"AR",2018,20,7,13,NA,3013825,489759,2424998,99068,6.63608537323833e-06,2.32262988063341e-06,4.31345549260491e-06,NA,3013825,0.162504126815591,0,0,0,1,0,0,"south"
"AR",2019,21,8,9,4,3013825,489759,2424998,99068,6.96788964190024e-06,2.65443414929533e-06,2.98623841795725e-06,1.32721707464767e-06,3013825,0.162504126815591,0,0,0,0,1,0,"south"
"AR",2020,11,3,7,1,3013825,489759,2424998,99068,3.64984695528108e-06,9.95412805985749e-07,2.32262988063341e-06,3.31804268661916e-07,3013825,0.162504126815591,0,0,0,0,0,1,"south"
"AZ",2015,42,1,27,14,7171646,413873,6039570,718203,5.85639614671444e-06,1.39438003493201e-07,3.76482609431642e-06,1.95213204890481e-06,7171646,0.0577096248197415,1,0,0,0,0,0,"west"
"AZ",2016,50,2,20,28,7171646,413873,6039570,718203,6.97190017466004e-06,2.78876006986402e-07,2.78876006986402e-06,3.90426409780962e-06,7171646,0.0577096248197415,0,1,0,0,0,0,"west"
"AZ",2017,44,5,19,20,7171646,413873,6039570,718203,6.13527215370084e-06,6.97190017466004e-07,2.64932206637082e-06,2.78876006986402e-06,7171646,0.0577096248197415,0,0,1,0,0,0,"west"
"AZ",2018,62,5,25,32,7171646,413873,6039570,718203,8.64515621657845e-06,6.97190017466004e-07,3.48595008733002e-06,4.46201611178243e-06,7171646,0.0577096248197415,0,0,0,1,0,0,"west"
"AZ",2019,35,3,9,23,7171646,413873,6039570,718203,4.88033012226203e-06,4.18314010479603e-07,1.25494203143881e-06,3.20707408034362e-06,7171646,0.0577096248197415,0,0,0,0,1,0,"west"
"AZ",2020,29,1,9,19,7171646,413873,6039570,718203,4.04370210130283e-06,1.39438003493201e-07,1.25494203143881e-06,2.64932206637082e-06,7171646,0.0577096248197415,0,0,0,0,0,1,"west"
"CA",2015,190,34,58,98,39557045,2851095,29301825,7404125,4.80318992482881e-06,8.5951819707463e-07,1.46623692442143e-06,2.47743480333276e-06,39557045,0.0720755304143674,1,0,0,0,0,0,"west"
"CA",2016,138,21,43,74,39557045,2851095,29301825,7404125,3.48863268224409e-06,5.30878886428448e-07,1.08703771982968e-06,1.87071607598596e-06,39557045,0.0720755304143674,0,1,0,0,0,0,"west"
"CA",2017,161,22,45,94,39557045,2851095,29301825,7404125,4.0700714626181e-06,5.56158833401231e-07,1.13759761377525e-06,2.37631501544162e-06,39557045,0.0720755304143674,0,0,1,0,0,0,"west"
"CA",2018,114,18,28,68,39557045,2851095,29301825,7404125,2.88191395489729e-06,4.55039045510098e-07,7.0783851523793e-07,1.71903639414926e-06,39557045,0.0720755304143674,0,0,0,1,0,0,"west"
"CA",2019,135,24,33,78,39557045,2851095,29301825,7404125,3.41279284132574e-06,6.06718727346798e-07,8.34238250101847e-07,1.97183586387709e-06,39557045,0.0720755304143674,0,0,0,0,1,0,"west"
"CA",2020,115,11,25,79,39557045,2851095,29301825,7404125,2.90719390187007e-06,2.78079416700616e-07,6.31998674319581e-07,1.99711581084988e-06,39557045,0.0720755304143674,0,0,0,0,0,1,"west"
